sample_id,source_git_sha,scenario_hash,state_seed,geometry,canonical_geometry,snapshot_frame,shot_window_elapsed,observation_tactical16,bt_action,surface_authority,action_class_world,action_class_canonical,raw_residual,requested_correction,applied_correction,damage_pure,damage_candidate,damage_delta,cone_delta,first_damage_delta,contamination,ownship_crash,target_crash,label_confidence,label_reason
lateral_left_e00__roll_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7101,lateral_left,lateral,380,0,"[0.8117555379867554,-0.2532888948917389,0.9851499795913696,-0.2749825417995453,-0.36175259947776794,1.0,0.05759647488594055,-0.0024844310246407986,0.04564569145441055,0.0011696964502334595,-0.10194499045610428,-0.0005610641092061996,0.0020574249792844057,1.0,-1.0,0.3645620346069336]","[0.09468933194875717,-0.1773742437362671,-0.006590972654521465,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.9842184720632724,0.0,0.0]}",roll_pos,roll_pos,"[0.19867990911006927,0.0,0.0,0.0]","[0.02483498863875866,0.0,0.0,0.0]","[0.02444305457174778,0.0,0.0,0.0]",1.0059801860350506,1.0004763083160109,-0.005503877719039707,-0.016666666666666607,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e00__roll_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7101,lateral_left,lateral,380,0,"[0.8117555379867554,-0.2532888948917389,0.9851499795913696,-0.2749825417995453,-0.36175259947776794,1.0,0.05759647488594055,-0.0024844310246407986,0.04564569145441055,0.0011696964502334595,-0.10194499045610428,-0.0005610641092061996,0.0020574249792844057,1.0,-1.0,0.3645620346069336]","[0.09468933194875717,-0.1773742437362671,-0.006590972654521465,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.9082490155076498,0.0,0.0]}",roll_neg,roll_neg,"[-0.19867990911006927,0.0,0.0,0.0]","[-0.02483498863875866,0.0,0.0,0.0]","[-0.022556353981296223,0.0,0.0,0.0]",1.0059801860350506,1.000160738293294,-0.005819447741756578,-0.016666666666666607,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e00__pitch_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7101,lateral_left,lateral,380,0,"[0.8117555379867554,-0.2532888948917389,0.9851499795913696,-0.2749825417995453,-0.36175259947776794,1.0,0.05759647488594055,-0.0024844310246407986,0.04564569145441055,0.0011696964502334595,-0.10194499045610428,-0.0005610641092061996,0.0020574249792844057,1.0,-1.0,0.3645620346069336]","[0.09468933194875717,-0.1773742437362671,-0.006590972654521465,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,1.0000000750008455,0.0]}",pitch_pos,pitch_pos,"[0.0,0.19867990911006927,0.0,0.0]","[0.0,0.02483498863875866,0.0,0.0]","[0.0,0.02483499050140381,0.0,0.0]",1.0059801860350506,1.0061452902771533,0.00016510424210269825,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e00__pitch_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7101,lateral_left,lateral,380,0,"[0.8117555379867554,-0.2532888948917389,0.9851499795913696,-0.2749825417995453,-0.36175259947776794,1.0,0.05759647488594055,-0.0024844310246407986,0.04564569145441055,0.0011696964502334595,-0.10194499045610428,-0.0005610641092061996,0.0020574249792844057,1.0,-1.0,0.3645620346069336]","[0.09468933194875717,-0.1773742437362671,-0.006590972654521465,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.8161796024250174,0.0]}",pitch_neg,pitch_neg,"[0.0,-0.19867990911006927,0.0,0.0]","[0.0,-0.02483498863875866,0.0,0.0]","[0.0,-0.020269811153411865,0.0,0.0]",1.0059801860350506,1.0022264346410736,-0.003753751393976934,0.0,-0.016666666666667496,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e00__yaw_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7101,lateral_left,lateral,380,0,"[0.8117555379867554,-0.2532888948917389,0.9851499795913696,-0.2749825417995453,-0.36175259947776794,1.0,0.05759647488594055,-0.0024844310246407986,0.04564569145441055,0.0011696964502334595,-0.10194499045610428,-0.0005610641092061996,0.0020574249792844057,1.0,-1.0,0.3645620346069336]","[0.09468933194875717,-0.1773742437362671,-0.006590972654521465,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.0,0.9787986359546204]}",yaw_pos,yaw_pos,"[0.0,0.0,0.19867990911006927,0.0]","[0.0,0.0,0.02483498863875866,0.0]","[0.0,0.0,0.02430845331400633,0.0]",1.0059801860350506,1.0066821225283031,0.000701936493252564,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e00__yaw_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7101,lateral_left,lateral,380,0,"[0.8117555379867554,-0.2532888948917389,0.9851499795913696,-0.2749825417995453,-0.36175259947776794,1.0,0.05759647488594055,-0.0024844310246407986,0.04564569145441055,0.0011696964502334595,-0.10194499045610428,-0.0005610641092061996,0.0020574249792844057,1.0,-1.0,0.3645620346069336]","[0.09468933194875717,-0.1773742437362671,-0.006590972654521465,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.0,0.9989015126145547]}",yaw_neg,yaw_neg,"[0.0,0.0,-0.19867990911006927,0.0]","[0.0,0.0,-0.02483498863875866,0.0]","[0.0,0.0,-0.024807707406580448,0.0]",1.0059801860350506,1.0030102506913938,-0.002969935343656749,0.0,-0.016666666666667496,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e03__roll_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7102,lateral_left,lateral,383,3,"[0.8129888772964478,-0.25611111521720886,0.9854110479354858,-0.2732677757740021,-0.3624342381954193,1.0,0.05737417936325073,-0.002367122331634164,0.04595288261771202,0.001391931320540607,-0.10061915218830109,-0.0009262405801564455,0.0020756053272634745,1.0,-1.0,0.3641672134399414]","[-0.031730759888887405,-0.1782257854938507,0.007531902752816677,1.0]","{""applied_to_requested_ratio_mean_axis"":[1.0000000531255988,0.0,0.0]}",roll_pos,roll_pos,"[0.19867990911006927,0.0,0.0,0.0]","[0.02483498863875866,0.0,0.0,0.0]","[0.02483498988052209,0.0,0.0,0.0]",1.0059801860350506,1.0002900386677267,-0.005690147367323872,0.0,-0.016666666666667496,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e03__roll_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7102,lateral_left,lateral,383,3,"[0.8129888772964478,-0.25611111521720886,0.9854110479354858,-0.2732677757740021,-0.3624342381954193,1.0,0.05737417936325073,-0.002367122331634164,0.04595288261771202,0.001391931320540607,-0.10061915218830109,-0.0009262405801564455,0.0020756053272634745,1.0,-1.0,0.3641672134399414]","[-0.031730759888887405,-0.1782257854938507,0.007531902752816677,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.8737959645495003,0.0,0.0]}",roll_neg,roll_neg,"[-0.19867990911006927,0.0,0.0,0.0]","[-0.02483498863875866,0.0,0.0,0.0]","[-0.021700712852180004,0.0,0.0,0.0]",1.0059801860350506,1.0028767584802176,-0.0031034275548329493,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e03__pitch_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7102,lateral_left,lateral,383,3,"[0.8129888772964478,-0.25611111521720886,0.9854110479354858,-0.2732677757740021,-0.3624342381954193,1.0,0.05737417936325073,-0.002367122331634164,0.04595288261771202,0.001391931320540607,-0.10061915218830109,-0.0009262405801564455,0.0020756053272634745,1.0,-1.0,0.3641672134399414]","[-0.031730759888887405,-0.1782257854938507,0.007531902752816677,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,1.0000000750008455,0.0]}",pitch_pos,pitch_pos,"[0.0,0.19867990911006927,0.0,0.0]","[0.0,0.02483498863875866,0.0,0.0]","[0.0,0.02483499050140381,0.0,0.0]",1.0059801860350506,1.0062524152097794,0.0002722291747287997,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e03__pitch_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7102,lateral_left,lateral,383,3,"[0.8129888772964478,-0.25611111521720886,0.9854110479354858,-0.2732677757740021,-0.3624342381954193,1.0,0.05737417936325073,-0.002367122331634164,0.04595288261771202,0.001391931320540607,-0.10061915218830109,-0.0009262405801564455,0.0020756053272634745,1.0,-1.0,0.3641672134399414]","[-0.031730759888887405,-0.1782257854938507,0.007531902752816677,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.8264988187741816,0.0]}",pitch_neg,pitch_neg,"[0.0,-0.19867990911006927,0.0,0.0]","[0.0,-0.02483498863875866,0.0,0.0]","[0.0,-0.020526088774204254,0.0,0.0]",1.0059801860350506,1.0067576353837795,0.0007774493487289202,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e03__yaw_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7102,lateral_left,lateral,383,3,"[0.8129888772964478,-0.25611111521720886,0.9854110479354858,-0.2732677757740021,-0.3624342381954193,1.0,0.05737417936325073,-0.002367122331634164,0.04595288261771202,0.001391931320540607,-0.10061915218830109,-0.0009262405801564455,0.0020756053272634745,1.0,-1.0,0.3641672134399414]","[-0.031730759888887405,-0.1782257854938507,0.007531902752816677,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.0,0.9702342987667185]}",yaw_pos,yaw_pos,"[0.0,0.0,0.19867990911006927,0.0]","[0.0,0.0,0.02483498863875866,0.0]","[0.0,0.0,0.02409575755397479,0.0]",1.0059801860350506,1.005520093520606,-0.0004600925144446766,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e03__yaw_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7102,lateral_left,lateral,383,3,"[0.8129888772964478,-0.25611111521720886,0.9854110479354858,-0.2732677757740021,-0.3624342381954193,1.0,0.05737417936325073,-0.002367122331634164,0.04595288261771202,0.001391931320540607,-0.10061915218830109,-0.0009262405801564455,0.0020756053272634745,1.0,-1.0,0.3641672134399414]","[-0.031730759888887405,-0.1782257854938507,0.007531902752816677,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.0,0.9999999937499296]}",yaw_neg,yaw_neg,"[0.0,0.0,-0.19867990911006927,0.0]","[0.0,0.0,-0.02483498863875866,0.0]","[0.0,0.0,-0.02483498863875866,0.0]",1.0059801860350506,1.0052480328339233,-0.0007321532011272947,0.0,-0.016666666666667496,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e06__roll_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7103,lateral_left,lateral,386,6,"[0.8145833611488342,-0.2586555480957031,0.9859500527381897,-0.2717244327068329,-0.3631238341331482,1.0,0.05715187266469002,-0.0022439484018832445,0.04625433310866356,0.0014614493120461702,-0.09928745776414871,-0.0010358808794990182,0.0020581181161105633,1.0,-1.0,0.3650336265563965]","[-0.20318388938903809,-0.16427136957645416,0.04670005664229393,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.9919047149756614,0.0,0.0]}",roll_pos,roll_pos,"[0.19867990911006927,0.0,0.0,0.0]","[0.02483498863875866,0.0,0.0,0.0]","[0.024633942171931267,0.0,0.0,0.0]",1.0059801860350506,1.002565983327388,-0.0034142027076624615,-0.016666666666666607,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e06__roll_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7103,lateral_left,lateral,386,6,"[0.8145833611488342,-0.2586555480957031,0.9859500527381897,-0.2717244327068329,-0.3631238341331482,1.0,0.05715187266469002,-0.0022439484018832445,0.04625433310866356,0.0014614493120461702,-0.09928745776414871,-0.0010358808794990182,0.0020581181161105633,1.0,-1.0,0.3650336265563965]","[-0.20318388938903809,-0.16427136957645416,0.04670005664229393,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.9075040758584553,0.0,0.0]}",roll_neg,roll_neg,"[-0.19867990911006927,0.0,0.0,0.0]","[-0.02483498863875866,0.0,0.0,0.0]","[-0.022537853568792343,0.0,0.0,0.0]",1.0059801860350506,1.0066355658312574,0.0006553797962067787,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e06__pitch_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7103,lateral_left,lateral,386,6,"[0.8145833611488342,-0.2586555480957031,0.9859500527381897,-0.2717244327068329,-0.3631238341331482,1.0,0.05715187266469002,-0.0022439484018832445,0.04625433310866356,0.0014614493120461702,-0.09928745776414871,-0.0010358808794990182,0.0020581181161105633,1.0,-1.0,0.3650336265563965]","[-0.20318388938903809,-0.16427136957645416,0.04670005664229393,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,1.0000000750008455,0.0]}",pitch_pos,pitch_pos,"[0.0,0.19867990911006927,0.0,0.0]","[0.0,0.02483498863875866,0.0,0.0]","[0.0,0.02483499050140381,0.0,0.0]",1.0059801860350506,1.0062248844236115,0.0002446983885608933,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e06__pitch_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7103,lateral_left,lateral,386,6,"[0.8145833611488342,-0.2586555480957031,0.9859500527381897,-0.2717244327068329,-0.3631238341331482,1.0,0.05715187266469002,-0.0022439484018832445,0.04625433310866356,0.0014614493120461702,-0.09928745776414871,-0.0010358808794990182,0.0020581181161105633,1.0,-1.0,0.3650336265563965]","[-0.20318388938903809,-0.16427136957645416,0.04670005664229393,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.8232817825020978,0.0]}",pitch_neg,pitch_neg,"[0.0,-0.19867990911006927,0.0,0.0]","[0.0,-0.02483498863875866,0.0,0.0]","[0.0,-0.020446193714936573,0.0,0.0]",1.0059801860350506,1.0055074945570044,-0.0004726914780461833,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e06__yaw_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7103,lateral_left,lateral,386,6,"[0.8145833611488342,-0.2586555480957031,0.9859500527381897,-0.2717244327068329,-0.3631238341331482,1.0,0.05715187266469002,-0.0022439484018832445,0.04625433310866356,0.0014614493120461702,-0.09928745776414871,-0.0010358808794990182,0.0020581181161105633,1.0,-1.0,0.3650336265563965]","[-0.20318388938903809,-0.16427136957645416,0.04670005664229393,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.0,0.9733705341277722]}",yaw_pos,yaw_pos,"[0.0,0.0,0.19867990911006927,0.0]","[0.0,0.0,0.02483498863875866,0.0]","[0.0,0.0,0.02417364592353503,0.0]",1.0059801860350506,1.005742956495612,-0.00023722953943861036,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_left_e06__yaw_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,49753E1122EC19455243A6F5E02FCD105354D998031D40DD27248FBB3B60DABC,7103,lateral_left,lateral,386,6,"[0.8145833611488342,-0.2586555480957031,0.9859500527381897,-0.2717244327068329,-0.3631238341331482,1.0,0.05715187266469002,-0.0022439484018832445,0.04625433310866356,0.0014614493120461702,-0.09928745776414871,-0.0010358808794990182,0.0020581181161105633,1.0,-1.0,0.3650336265563965]","[-0.20318388938903809,-0.16427136957645416,0.04670005664229393,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.0,0.9999999968749648]}",yaw_neg,yaw_neg,"[0.0,0.0,-0.19867990911006927,0.0]","[0.0,0.0,-0.02483498863875866,0.0]","[0.0,0.0,-0.02483498863875866,0.0]",1.0059801860350506,1.0021273667236765,-0.003852819311374045,-0.016666666666666607,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_right_e00__roll_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,14612674813611AD69D0503E3A8C40813B6F6B2E1C6D642EF0249E230BB65B14,7101,lateral_right,lateral,377,0,"[0.9560278058052063,-0.23195554316043854,-0.9951611161231995,-0.30173346400260925,-0.3611447215080261,1.0,0.056189581751823425,0.00044909666758030653,0.04527551308274269,0.013384037651121616,0.09701862931251526,0.003911014646291733,0.025600019842386246,1.0,-1.0,0.2769056558609009]","[1.0,-0.5319764018058777,-0.08114883303642273,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.0,0.0]}",roll_pos,roll_neg,"[0.19867990911006927,0.0,0.0,0.0]","[0.02483498863875866,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",1.0052332340402508,1.0052332340402508,0.0,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_right_e00__roll_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,14612674813611AD69D0503E3A8C40813B6F6B2E1C6D642EF0249E230BB65B14,7101,lateral_right,lateral,377,0,"[0.9560278058052063,-0.23195554316043854,-0.9951611161231995,-0.30173346400260925,-0.3611447215080261,1.0,0.056189581751823425,0.00044909666758030653,0.04527551308274269,0.013384037651121616,0.09701862931251526,0.003911014646291733,0.025600019842386246,1.0,-1.0,0.2769056558609009]","[1.0,-0.5319764018058777,-0.08114883303642273,1.0]","{""applied_to_requested_ratio_mean_axis"":[1.0000000750008455,0.0,0.0]}",roll_neg,roll_pos,"[-0.19867990911006927,0.0,0.0,0.0]","[-0.02483498863875866,0.0,0.0,0.0]","[-0.02483499050140381,0.0,0.0,0.0]",1.0052332340402508,1.0052332340402508,0.0,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_right_e00__pitch_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,14612674813611AD69D0503E3A8C40813B6F6B2E1C6D642EF0249E230BB65B14,7101,lateral_right,lateral,377,0,"[0.9560278058052063,-0.23195554316043854,-0.9951611161231995,-0.30173346400260925,-0.3611447215080261,1.0,0.056189581751823425,0.00044909666758030653,0.04527551308274269,0.013384037651121616,0.09701862931251526,0.003911014646291733,0.025600019842386246,1.0,-1.0,0.2769056558609009]","[1.0,-0.5319764018058777,-0.08114883303642273,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,1.0000000750008455,0.0]}",pitch_pos,pitch_pos,"[0.0,0.19867990911006927,0.0,0.0]","[0.0,0.02483498863875866,0.0,0.0]","[0.0,0.02483499050140381,0.0,0.0]",1.0052332340402508,1.0009528209935041,-0.004280413046746645,-0.016666666666666607,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_right_e00__pitch_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,14612674813611AD69D0503E3A8C40813B6F6B2E1C6D642EF0249E230BB65B14,7101,lateral_right,lateral,377,0,"[0.9560278058052063,-0.23195554316043854,-0.9951611161231995,-0.30173346400260925,-0.3611447215080261,1.0,0.056189581751823425,0.00044909666758030653,0.04527551308274269,0.013384037651121616,0.09701862931251526,0.003911014646291733,0.025600019842386246,1.0,-1.0,0.2769056558609009]","[1.0,-0.5319764018058777,-0.08114883303642273,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.6199389898121102,0.0]}",pitch_neg,pitch_neg,"[0.0,-0.19867990911006927,0.0,0.0]","[0.0,-0.02483498863875866,0.0,0.0]","[0.0,-0.015396177768707275,0.0,0.0]",1.0052332340402508,1.0044452284427114,-0.0007880055975393319,0.016666666666666607,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_right_e00__yaw_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,14612674813611AD69D0503E3A8C40813B6F6B2E1C6D642EF0249E230BB65B14,7101,lateral_right,lateral,377,0,"[0.9560278058052063,-0.23195554316043854,-0.9951611161231995,-0.30173346400260925,-0.3611447215080261,1.0,0.056189581751823425,0.00044909666758030653,0.04527551308274269,0.013384037651121616,0.09701862931251526,0.003911014646291733,0.025600019842386246,1.0,-1.0,0.2769056558609009]","[1.0,-0.5319764018058777,-0.08114883303642273,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.0,1.0000000750008455]}",yaw_pos,yaw_neg,"[0.0,0.0,0.19867990911006927,0.0]","[0.0,0.0,0.02483498863875866,0.0]","[0.0,0.0,0.02483499050140381,0.0]",1.0052332340402508,1.0029137039396263,-0.0023195301006244673,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_right_e00__yaw_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,14612674813611AD69D0503E3A8C40813B6F6B2E1C6D642EF0249E230BB65B14,7101,lateral_right,lateral,377,0,"[0.9560278058052063,-0.23195554316043854,-0.9951611161231995,-0.30173346400260925,-0.3611447215080261,1.0,0.056189581751823425,0.00044909666758030653,0.04527551308274269,0.013384037651121616,0.09701862931251526,0.003911014646291733,0.025600019842386246,1.0,-1.0,0.2769056558609009]","[1.0,-0.5319764018058777,-0.08114883303642273,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.0,0.39519655584116714]}",yaw_neg,yaw_pos,"[0.0,0.0,-0.19867990911006927,0.0]","[0.0,0.0,-0.02483498863875866,0.0]","[0.0,0.0,-0.009814701974391937,0.0]",1.0052332340402508,1.0053237771876997,9.054314744894043e-05,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_right_e03__roll_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,14612674813611AD69D0503E3A8C40813B6F6B2E1C6D642EF0249E230BB65B14,7102,lateral_right,lateral,380,3,"[0.9185722470283508,-0.24345554411411285,-0.9933722019195557,-0.30087605118751526,-0.36157846450805664,1.0,0.05595983937382698,0.0003083251940552145,0.045813415199518204,0.010340905748307705,0.09505525976419449,0.006683073006570339,0.015782508999109268,1.0,-1.0,0.3031719923019409]","[1.0,-0.3419637978076935,-0.7702078819274902,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.0,0.0]}",roll_pos,roll_neg,"[0.19867990911006927,0.0,0.0,0.0]","[0.02483498863875866,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0]",1.0052332340402508,1.0052332340402508,0.0,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_right_e03__roll_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,14612674813611AD69D0503E3A8C40813B6F6B2E1C6D642EF0249E230BB65B14,7102,lateral_right,lateral,380,3,"[0.9185722470283508,-0.24345554411411285,-0.9933722019195557,-0.30087605118751526,-0.36157846450805664,1.0,0.05595983937382698,0.0003083251940552145,0.045813415199518204,0.010340905748307705,0.09505525976419449,0.006683073006570339,0.015782508999109268,1.0,-1.0,0.3031719923019409]","[1.0,-0.3419637978076935,-0.7702078819274902,1.0]","{""applied_to_requested_ratio_mean_axis"":[1.0000000750008455,0.0,0.0]}",roll_neg,roll_pos,"[-0.19867990911006927,0.0,0.0,0.0]","[-0.02483498863875866,0.0,0.0,0.0]","[-0.02483499050140381,0.0,0.0,0.0]",1.0052332340402508,1.0052332340402508,0.0,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_right_e03__pitch_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,14612674813611AD69D0503E3A8C40813B6F6B2E1C6D642EF0249E230BB65B14,7102,lateral_right,lateral,380,3,"[0.9185722470283508,-0.24345554411411285,-0.9933722019195557,-0.30087605118751526,-0.36157846450805664,1.0,0.05595983937382698,0.0003083251940552145,0.045813415199518204,0.010340905748307705,0.09505525976419449,0.006683073006570339,0.015782508999109268,1.0,-1.0,0.3031719923019409]","[1.0,-0.3419637978076935,-0.7702078819274902,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,1.0000000750008455,0.0]}",pitch_pos,pitch_pos,"[0.0,0.19867990911006927,0.0,0.0]","[0.0,0.02483498863875866,0.0,0.0]","[0.0,0.02483499050140381,0.0,0.0]",1.0052332340402508,1.0027738185736665,-0.002459415466584236,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_right_e03__pitch_neg,281fa2170ec14dcb626ac9632cd2cc75df316745,14612674813611AD69D0503E3A8C40813B6F6B2E1C6D642EF0249E230BB65B14,7102,lateral_right,lateral,380,3,"[0.9185722470283508,-0.24345554411411285,-0.9933722019195557,-0.30087605118751526,-0.36157846450805664,1.0,0.05595983937382698,0.0003083251940552145,0.045813415199518204,0.010340905748307705,0.09505525976419449,0.006683073006570339,0.015782508999109268,1.0,-1.0,0.3031719923019409]","[1.0,-0.3419637978076935,-0.7702078819274902,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.7436291844190542,0.0]}",pitch_neg,pitch_neg,"[0.0,-0.19867990911006927,0.0,0.0]","[0.0,-0.02483498863875866,0.0,0.0]","[0.0,-0.018468022346496582,0.0,0.0]",1.0052332340402508,1.0025292176011655,-0.002704016439085244,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
lateral_right_e03__yaw_pos,281fa2170ec14dcb626ac9632cd2cc75df316745,14612674813611AD69D0503E3A8C40813B6F6B2E1C6D642EF0249E230BB65B14,7102,lateral_right,lateral,380,3,"[0.9185722470283508,-0.24345554411411285,-0.9933722019195557,-0.30087605118751526,-0.36157846450805664,1.0,0.05595983937382698,0.0003083251940552145,0.045813415199518204,0.010340905748307705,0.09505525976419449,0.006683073006570339,0.015782508999109268,1.0,-1.0,0.3031719923019409]","[1.0,-0.3419637978076935,-0.7702078819274902,1.0]","{""applied_to_requested_ratio_mean_axis"":[0.0,0.0,1.0000000750008455]}",yaw_pos,yaw_neg,"[0.0,0.0,0.19867990911006927,0.0]","[0.0,0.0,0.02483498863875866,0.0]","[0.0,0.0,0.02483499050140381,0.0]",1.0052332340402508,1.0046583660321549,-0.000574868008095919,0.0,0.0,CLEAN,False,False,0.0,EXCLUDED_SIGNAL_GATE_FAILED
